name,predictor_set,r2_oos,cw_stat,cw_pvalue,ann_return,ann_vol,sharpe,cer_delta
Combine,LS,-0.2913151367480715,-1.2708263221162803,0.8981047788538339,11.839161641543495,20.07435574162402,0.5897654596702739,-0.49462685528486094
Avg,LS,-0.5883515845305887,0.4703144029136856,0.31906520439909114,13.196248102821501,20.13992087133913,0.6552283987173414,0.8229097920552242
EnetVal,LS,-2.1225428144985514,-1.1118254903278215,0.866893405110734,9.461432547853466,20.47112748636985,0.46218424237517486,-3.1136654808038986
Cenet,LS,-2.1781775117727387,-0.9003153628881674,0.816023776157454,10.44525754110063,20.29414114969919,0.514693253784502,-2.0216170541673364
Enet,LS,-10.301759515856968,-0.5707767622101922,0.7159245115718974,10.661465728832118,20.73653705875701,0.5141391592348732,-2.0776859292151784
RidgeVal,LS,-470.1549656345426,0.47953217959508204,0.3157800405574964,8.16321519946644,22.63048231338079,0.3607176853954966,-5.807957866786424
Ols,LS,-110768.02673208738,1.0444443881938912,0.14813991798341686,7.38900684891062,23.900727219086075,0.309154059672715,-7.468756695316066
