name,predictor_set,r2_oos,cw_stat,cw_pvalue,ann_return,ann_vol,sharpe,cer_delta
ReturnSkew,LS,1.6383532297785552,2.21536761848712,0.013367421033063986,16.77983438909378,21.05700097688131,0.7968767445808891,3.839782916778817
CF,LS,0.4444407346953394,2.0696112179666137,0.019244383353391514,13.492431327786422,20.28300991785369,0.6652085357366017,1.0323318376609008
ShareIss1Y,LS,0.31077128789128716,1.2402656580183298,0.10743857509481458,14.647538231343948,19.77193658451066,0.7408246616984819,2.4945039666060262
MomOffSeason06YrPlus,LS,0.06054645484552257,1.1873560619129206,0.11754360169243483,13.311021440718807,20.263947190010846,0.6568819645996957,0.8625159847163255
XFIN,LS,-0.03927611113960783,0.6945811131120575,0.24365892592044303,13.158140537791962,20.237370530428215,0.6501902269372315,0.725780927795042
EP,LS,-0.04988518043957946,1.0135877358342804,0.15538975607346628,15.791032872458569,20.73393626232381,0.7616032321442445,3.05349905829772
PayoutYield,LS,-0.08187308070159993,0.846621210689913,0.19860314373820054,12.992163081643021,21.123029840347098,0.6150709997496047,0.010335116890854756
realestate,LS,-0.11825082207190807,1.081557074639283,0.13972469345150396,14.20639897420432,19.187214104900026,0.7404096757630017,2.395069077385947
BM,LS,-0.14099339457676052,1.0491665031744846,0.14705074625674996,15.71377351562833,22.171185776069134,0.7087475462223257,2.05125921466452
fgr5yrLag,LS,-0.14644018888798627,0.9475656337717763,0.17167531419012616,13.12943264167121,20.60957701136321,0.637054930066358,0.4690205526522888
Illiquidity,LS,-0.17165201139830444,1.4574728744402798,0.07249294687476804,12.648321694900488,21.085323400180634,0.5998637751409652,-0.3096333686618422
FEPS,LS,-0.24160909600052793,0.5763566719713086,0.2821870621762771,13.194689304637325,19.966126599817237,0.6608537333805199,0.9259040134291281
GrAdExp,LS,-0.27664713089290416,0.5165261335927823,0.3027434956358399,12.665100319951724,21.415407271385618,0.5914013289335995,-0.503286829247271
roaq,LS,-0.2938079582777142,0.6761327302425912,0.24947818884862605,13.474892371084419,20.430882603400097,0.6595354998927915,0.9244857915664122
VolMkt,LS,-0.3651315859662274,0.07507278095181266,0.47007840217459773,13.415588978275444,20.271836262910718,0.6617845963377555,0.9622866760122584
