month,mkt_excess,Rfree,lty,ltr,tms,tbl,d/p,e/p,d/e,b/m,dfy,dfr,infl,ntis,svar,lzrt,wtexas,ndrbl,skvw,tail,dtoy,dtoat,ygap,rdsp,avgcor
1970-11,0.049787,0.0046,0.0693,-0.0109,0.0102,0.0591,0.03811807807807808,0.06346342342342343,0.6006306628584623,0.7176982835060414,0.012999999999999998,0.0013000000000000008,0.005102040816326481,0.036962491159209604,0.0010433956864619354,-1.7635347415413412,0.0,-0.053707515728792614,0.032460667192935944,0.34666910767555237,0.8755112681768148,0.7592925689594534,-2.8280295626257406,0.034886559517686745,0.23360078036785126
1970-12,0.054484,0.0042,0.0637,0.0791,0.010900000000000007,0.0528,0.036200344036697245,0.05970951834862385,0.606274259747593,0.6829200720321373,0.013300000000000006,-0.020700000000000003,0.005076142131979822,0.03522492808871251,0.000885453566751327,-1.7609085279106824,0.0,-0.017695509421373892,0.072894386947155,0.34746262431144714,0.9787750674834528,0.7979601065166055,-2.884426037220512,0.035606514291172904,0.20184576511383057
1971-01,0.039028,0.0038,0.0648,-0.0084,0.016099999999999996,0.0487,0.03407487791644059,0.0556701030927835,0.6120857699805069,0.6464263576979926,0.014799999999999994,0.045599999999999995,0.005050505050504972,0.03146170753507015,0.0005351999430460775,-1.8353716513556166,0.06230529595015577,0.01481197309485792,0.022124899551272392,0.32745206356048584,0.9963420427553443,0.8430085916695975,-2.950253426473338,0.02829452706032564,0.17862926423549652
1971-02,0.010017000000000002,0.0033,0.0612,0.0506,0.016799999999999995,0.0444,0.03264497288277013,0.05381727158948686,0.6065891472868217,0.6244099021301094,0.013800000000000007,0.002599999999999998,0.0,0.030593130251482494,0.0005410308778134086,-1.9297273780881605,0.0,0.0339503854212045,0.03342335671186447,0.3245348632335663,1.0,0.8727327538562026,-2.9826913298127447,0.04926846753094214,0.13270945847034454
1971-03,0.036067999999999996,0.003,0.0629,-0.0163,0.025899999999999992,0.037000000000000005,0.03224806201550388,0.05364341085271318,0.6011560693641618,0.6170704231762684,0.0131,-0.020300000000000002,0.002512562814070307,0.025801375144664285,0.0004514535841270968,-1.9654220291488718,0.0,0.03557607543890308,0.021701499819755554,0.32990649342536926,0.9873828730647373,0.8831130985278601,-2.9847027406295012,0.02625034930090646,0.11175043135881424
1971-04,0.034165,0.0028000000000000004,0.0593,0.0526,0.025500000000000002,0.0338,0.03100388794736317,0.05203868009171568,0.5957854406130269,0.6338113825093712,0.012500000000000011,-0.0268,0.0025062656641603454,0.026398845213223956,0.0004927194343487428,-1.8800264206564175,0.0,-0.00521842780056762,0.07531650364398956,0.31231412291526794,0.9864096942726568,0.908777571220419,-3.011202695888947,0.0314321028269809,0.11543583124876022
1971-05,-0.04005,0.0029,0.0619,-0.0283,0.0233,0.038599999999999995,0.029886195286195284,0.05053708513708514,0.5913715681291676,0.6086541014069552,0.011999999999999997,0.004699999999999999,0.0024999999999999467,0.026556999938894904,0.0003075549167839726,-1.877220484947941,0.0,-0.021170974330313293,0.009712658822536469,0.32506614923477173,0.9904608653583222,0.9463397477767171,-3.041711700177908,0.03193340805099888,0.0998082235455513
1971-06,-0.001261,0.0037,0.0624,-0.0006,0.020999999999999998,0.0414,0.03114854963364449,0.05306303322292483,0.5870103486693893,0.6314096562055938,0.010899999999999993,-0.0155,0.004987531172069737,0.029722592982396885,0.0005392762551897826,-1.8089160615377322,0.0,-0.04789532147514344,0.04831354320049286,0.33404868841171265,0.9547653604257377,0.912234336532181,-2.99821616754153,0.024068325212301338,0.12241051346063614
1971-07,-0.044827000000000006,0.004,0.0641,-0.0159,0.016600000000000004,0.0475,0.031093279839518557,0.05336008024072217,0.5827067669172932,0.6432210427093387,0.011099999999999999,0.0266,0.007444168734491496,0.027278516711123232,0.0009245396225532603,-1.826061552554958,0.0,-0.041769568106613704,0.05057404190301895,0.34581422805786133,0.9372331250920257,0.8954830930010551,-2.993854948571879,0.03057485590483788,0.15293465554714203
1971-08,0.037335999999999994,0.004699999999999999,0.0643,0.003,0.01029999999999999,0.054000000000000006,0.0323987235823394,0.05604383762293367,0.5780960932818336,0.667730624512191,0.011200000000000002,-0.0055,0.0024630541871921707,0.025796339014432776,0.000518434449077196,-1.7580957848027403,0.0,-0.026909288418278953,-0.05131736770272255,0.333103209733963,0.9028312404030204,0.8626136763302015,-2.9467531747291407,0.025811847278867896,0.1774010807275772
1971-09,-0.008738,0.0037,0.061,0.0471,0.011599999999999992,0.049400000000000006,0.031236292032717355,0.054461577299808134,0.5735473260490273,0.638257596846571,0.011700000000000002,0.008299999999999995,0.002457002457002311,0.026781976887775307,0.002451222911213888,-1.8901129977038411,0.0,0.009635855202722992,0.10612773150205612,0.34412699937820435,0.9445215708546307,0.9024468673064363,-2.973985520498683,0.03661468205222599,0.253167062997818
1971-10,-0.043829,0.0037,0.0598,0.0204,0.012899999999999995,0.046900000000000004,0.03142159853569249,0.05521659548505185,0.569060773480663,0.6460848296306315,0.011499999999999996,-0.030600000000000002,0.0,0.027934432743263227,0.0005242638857675261,-1.74094988355942,0.0,0.026645295206065178,0.050722528249025345,0.3543180823326111,0.9330788161797186,0.8915138421343517,-2.9560805194496065,0.023743843013387705,0.2496763914823532
1971-11,-0.0008020000000000002,0.0037,0.0588,0.0167,0.014199999999999997,0.0446,0.03272132017404224,0.058580070041388085,0.558574275362319,0.6831942789034565,0.010900000000000007,0.0115,0.002450980392156854,0.02924400245400808,0.0006619354772454507,-1.7780635862005685,0.0,0.007098402537173134,0.019398340955376625,0.3550701141357422,0.8823962474495698,0.8430889815605688,-2.8949690545499744,0.02703691783746624,0.2501278817653656
1971-12,0.08418,0.0037,0.0596,-0.0047,0.017400000000000006,0.042199999999999994,0.032734014256835836,0.05968720076603895,0.5484260249554367,0.6894892583058677,0.011200000000000015,0.0076,0.0,0.029452087953354137,0.0018662556356896453,-1.8050606183994722,0.0,0.01237800820191214,0.08846539258956909,0.35959434509277344,0.8743400433310196,0.8353916495000754,-2.875112521025584,0.027114194221615734,0.24095791578292847
1972-01,0.016188,0.0029,0.0597,0.0044,0.019600000000000006,0.0401,0.030071505534332448,0.05583308845136644,0.5385964912280702,0.6439002471354752,0.011300000000000018,0.0179,0.004889975550122383,0.0340233465708136,0.0011829844439591227,-1.8804371443407442,0.0,0.009136539668478534,0.047579724341630936,0.3536084294319153,0.9362445047432743,0.8945385117821435,-2.9429969149607333,0.02971984269423208,0.24366305768489838
1972-02,0.027721000000000003,0.0025,0.0606,-0.0063,0.026800000000000004,0.0338,0.029536270925533962,0.0551921300750433,0.5351536692889777,0.6353569726326525,0.010399999999999993,0.003,0.0,0.03307510476080433,0.0004942247409873367,-1.8942417689662678,0.0,0.012731095022437789,0.058036211878061295,0.3501054346561432,0.9488336383332281,0.9065668492187108,-2.954732005693818,0.050119005919450364,0.23286357522010803
1972-03,0.004615,0.0027,0.0602,0.0088,0.028199999999999996,0.032,0.02880735666697945,0.054174063995495916,0.5317555033230389,0.6175858985271461,0.009599999999999997,0.001899999999999999,0.0048661800486617945,0.033029852221641176,0.00028438442588817503,-1.8319784540590445,0.0,0.024651827923588,0.06010200455784798,0.3418528139591217,0.9761363875391766,0.9326533688388685,-2.974576349583519,0.02659989421853215,0.13752369582653046
1972-04,0.002576,0.0029,0.0613,-0.0082,0.024,0.0373,0.028638059701492535,0.054197761194029845,0.5283993115318416,0.6459019878813649,0.009999999999999995,0.0106,0.002421307506053294,0.031723252314245366,0.0005451043649518624,-1.81491482851394,0.0,0.014181189024298657,0.028319157660007477,0.3411772549152374,0.9893565553942912,0.94528463045772,-2.974044745302169,0.026232018752926734,0.12159593403339386
1972-05,0.019019,0.003,0.0615,0.0027,0.024399999999999998,0.0371,0.02851304913160583,0.054456487415250304,0.5235932482053713,0.6367838016286407,0.009400000000000006,0.0007999999999999999,0.0024154589371980784,0.03249187837426015,0.00038339146865483306,-1.8153144838870334,0.0,0.01055957014528944,0.07044072449207306,0.34660276770591736,0.9847768649630516,0.9588202783499975,-2.9704130486789255,0.021392032650206477,0.12075216323137283
1972-06,-0.023056,0.0029,0.0597,0.027,0.0228,0.0369,0.028028850543230163,0.05401871633342463,0.5188729471138326,0.6324423349154801,0.009300000000000003,-0.010700000000000001,0.002409638554216942,0.030657128440621892,0.0007690516701370875,-1.7965362948283634,0.0,0.02536287231362765,-0.011054116301238537,0.35684865713119507,0.9891583011583012,0.9654022006732654,-2.9779192654878566,0.028139799416945034,0.16447733342647552
1972-07,0.00014500000000000016,0.0031,0.0607,-0.0065,0.021599999999999994,0.0391,0.028654097442598468,0.055721485906290835,0.5142378559463987,0.6540154785098437,0.009699999999999986,-0.0002999999999999999,0.0024038461538462563,0.03419945597789603,0.00036535220731591486,-1.6765729349280518,0.0,0.03411964903339695,0.06812075525522232,0.35305580496788025,0.9565302445302445,0.9335577551122947,-2.946695568945711,0.026872739115041844,0.15416158735752106
1972-08,0.036525,0.0029,0.0593,0.0216,0.019499999999999997,0.0398,0.028618400223484493,0.056119471086693365,0.5099549170603335,0.6570495490624392,0.0102,-0.018600000000000002,0.004796163069544335,0.03332515500951738,0.000595486952559562,-1.7197478529260217,0.0,0.024299276106762264,0.015778828412294388,0.3617681860923767,0.9521132561132561,0.9292468472089636,-2.9395785543744197,0.02507853930612985,0.16365806758403778
1972-09,-0.006677000000000001,0.0034000000000000002,0.0595,0.0029,0.019300000000000005,0.04019999999999999,0.027695292105500046,0.054760374471149516,0.505754249728356,0.630467039523518,0.009999999999999995,0.0043,0.0023866348448686736,0.03184884771471898,0.0005949986564746679,-1.7062527501100444,0.029325513196480912,0.03142130980043929,0.04594738408923149,0.3670128285884857,0.98995387823443,0.9684268703210571,-2.965036520523953,0.03787115386668856,0.13846920430660248
